Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite,Chrome 114.0.0.0,,,2023-06-24 20:05:41,2023-06-24 20:05:49,"7,898s",PASSED
,,,,,,,
Test Cases/Login,Chrome 114.0.0.0,,,2023-06-24 20:05:41,2023-06-24 20:05:49,"7,682s",PASSED
com.LoginTestKey.LoginTestK(),Chrome 114.0.0.0,,,2023-06-24 20:05:41,2023-06-24 20:05:48,"6,782s",PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-24 20:05:48,2023-06-24 20:05:49,"0,674s",PASSED
